rec_id,category_name,guideline_name,guideline_year,class,level,evidence_first_authors,rec_text_verbatim
13,Venous,Management of Venous Thrombosis,2021,I,A,"[Levine <i>et al.</i>, <br>Koopman <i>et al.</i>, <br>Othieno <i>et al.</i>]","For most patients with deep vein thrombosis, outpatient management is recommended."
14,Venous,Management of Venous Thrombosis,2021,I,A,"[Boutitie *et al.*, Kearon *et al.*]","For patients with a provoked proximal deep vein thrombosis with a major transient risk factor, three months of anticoagulation treatment is recommended over a shorter duration."
15,Venous,Management of Venous Thrombosis,2021,IIa,A,"[Boutitie *et al.*, Pinede *et al.*]","For patients with a provoked proximal deep vein thrombosis with a major transient risk factor, three months of anticoagulation treatment over six months or longer duration should be considered."
16,Venous,Management of Venous Thrombosis,2021,I,A,[Kakkos *et al.*],"For patients with provoked proximal deep vein thrombosis, treatment with a direct oral anticoagulant is recommended over a vitamin K antagonist for the principal treatment phase."
17,Venous,Management of Venous Thrombosis,2021,IIa,C,[Consensus],"In selected patients with provoked proximal deep vein thrombosis with a persistent risk factor other than malignancy, anticoagulation beyond three months should be considered after evaluation of thrombotic and bleeding risks, with periodic reassessment."
18,Venous,Management of Venous Thrombosis,2021,IIb,C,[Prins *et al.* ,"In selected patients with provoked proximal deep vein thrombosis with a minor transient risk factor, anticoagulation beyond three months may be considered, after evaluation of thrombotic and bleeding risks with periodic reassessment."
19,Venous,Management of Venous Thrombosis,2021,I,A,[Kakkos et al.],"For patients with unprovoked proximal deep vein thrombosis, treatment with a direct oral anticoagulant is recommended over treatment with low molecular weight heparin followed by a vitamin K antagonist for the principal treatment phase."
20,Venous,Management of Venous Thrombosis,2021,I,C,[Consensus],"For patients with unprovoked deep vein thrombosis, re-assessment of bleeding risk is recommended before continuing anticoagulation beyond three months."
21,Venous,Management of Venous Thrombosis,2021,I,A,"[Kakkos et al., Agnelli et al., Weitz et al.]","For patients with unprovoked proximal deep vein thrombosis who are at low or moderate bleeding risk, extended anticoagulation beyond three months, with periodic re-evaluation of bleeding risk, is recommended."
22,Venous,Management of Venous Thrombosis,2021,IIa,B,"[Kakkos et al., Schulman et al.]","For patients with unprovoked proximal deep vein thrombosis requiring extended anticoagulation beyond three months, treatment with direct oral anticoagulants should be considered over vitamin K antagonists."
23,Venous,Management of Venous Thrombosis,2021,IIa,B,"[Agnelli et al., Weitz et al.]","For patients with unprovoked proximal deep vein thrombosis requiring extended anticoagulation beyond six months but not deemed to be at very high risk of recurrence, use of a reduced dose of the direct oral anticoagulants apixaban (2.5 mg twice a day) or rivaroxaban (10 mg once a day) should be considered."
24,Venous,Management of Venous Thrombosis,2021,III,A,"[Becattini et al., Brighton et al.]","For patients with unprovoked deep vein thrombosis, aspirin is not recommended for extended antithrombotic therapy."
25,Venous,Management of Venous Thrombosis,2021,Ib,C,"[Meissner, Ascher et al.]","For patients with deep vein thrombosis, repeat whole leg ultrasound may be considered at the end of anticoagulant treatment to determine the new baseline anatomic status."
26,Venous,Management of Venous Thrombosis,2021,I,B,[Schulman et al.],"For patients with a second or subsequent unprovoked deep venous thrombosis, extended anticoagulation therapy beyond three months is recommended."
27,Venous,Management of Venous Thrombosis,2021,Ila,C,"[Kyrle, Schulman,, Piran & Schulman]","For patients with recurrent deep vein thrombosis occurring while compliant with treatment, switching the type of anticoagulation, increasing the dose of low molecular weight heparin or direct oral anticoagulant to therapeutic dose, or switching to vitamin K antagonists with a higher international normalised ratio target should be considered."
28,Venous,Management of Venous Thrombosis,2021,Ib,B,"[Siragusa *et al.*, Palareti *et al.*, Prandoni *et al.*]","For patients with deep vein thrombosis who are potential candidates for extended anticoagulation, residual vein obstruction on ultrasound, and/or D dimer level may be considered in the decision making process."
29,Venous,Management of Venous Thrombosis,2021,III,B,[Prepic Study Group],"For patients who are anticoagulated for deep vein thrombosis, the routine use of inferior vena cava filters is not recommended."
30,Venous,Management of Venous Thrombosis,2021,I,C,[Turner et al.],"For patients with proximal deep vein thrombosis who have contraindications to anticoagulation during the initial or principal treatment phase, temporary inferior vena cava filter insertion is recommended."
31,Venous,Management of Venous Thrombosis,2021,I,A,"[Partsch & Blattler, Roumen-Klappe *et al.*, Arpaia *et al.*, Amin *et al.*]","For patients with proximal deep vein thrombosis, early compression at 30 – 40 mmHg with either multilayer bandaging or compression hosiery, applied within 24 hours, is recommended to reduce pain, oedema, and residual venous obstruction."
32,Venous,Management of Venous Thrombosis,2021,Ia,A,"[Kahn *et al.*, Prandoni *et al.*, Partsch *et al.*, Brandjes *et al.*, Aschwanden *et al.*, Ginsberg *et al.*]","For patients with proximal deep vein thrombosis, use of below knee compression stockings should be considered in order to reduce the risk of post-thrombotic syndrome."
33,Venous,Management of Venous Thrombosis,2021,I,A,"[Ten Cate-Hoek *et al.* Aschwanden *et al.*, Mol *et al.*]","For patients with proximal deep vein thrombosis and with limited symptoms and signs, as described in the Villalta score, it is recommended to limit the use of below knee stockings to six or 12 months."
34,Venous,Management of Venous Thrombosis,2021,Ila,A,"[Enden *et al.*, Vedantham *et al.*, Notten *et al.*, Sharifi *et al.*, Comerota *et al.*, Kahn *et al.*]","In selected patients with symptomatic iliofemoral deep vein thrombosis, early thrombus removal strategies should be considered."
35,Venous,Management of Venous Thrombosis,2021,III,B,[Kearon *et al.*],"For patients with deep vein thrombosis limited to femoral, popliteal, or calf veins, early thrombus removal is not recommended."
36,Venous,Management of Venous Thrombosis,2021,I,C,"[Kearon *et al.*, Eijgerraam *et al.* Stavros K. Kakos et al. Provoked proximal DVT of the lower extremity not related to pregnancy or cancer Risk stratification for bleeding Low risk Low to high risk Extremely high risk or active bleeding not permitting anticoagulation Early thrombus removal in selected patients with symptomatic iliofemoral DVT *Class IIa A* Therapeutic anticoagulation with DOACs preferred over LMWH/VKA *Class I A* Bleeding risk subsides Temporary inferior vena cava filter insertion *Class I B* Early compression at 30–40 mmHg to reduce pain, oedema, and residual venous obstruction *Class I A* Below knee compression stockings to reduce the risk of PTS *Class IIa A* Discontinue at 6–12 months if low Villalta score *Class I A* Recurrent DVT while compliant with treatment Uneventful treatment Switch the type of anticoagulation, increase the dose of LMWH or DOAC to therapeutic dose, or switch to VKAs with a higher INR target *Class IIa B* Anticoagulation for three months as opposed to a shorter duration *Class I A* Major transient risk factor Minor transient risk factor Persistent risk factor]","For patients with deep vein thrombosis treated by early thrombus removal, with or without stenting, it is recommended that the duration of anticoagulation should be at least as long as if the patients were treated by anticoagulation alone and at the discretion of the treating physician."
37,Venous,Management of Venous Thrombosis,2021,IIa,C,[Consensus],"For patients with iliofemoral deep vein thrombosis who undergo early thrombus removal, it is recommended that the choice of therapy is based on the judgement of the treating physician."
38,Venous,Management of Venous Thrombosis,2021,I,C,[Kakkos et al.],"For patients with calf deep vein thrombosis requiring anticoagulation, direct oral anticoagulants are recommended over low molecular weight heparin followed by vitamin K antagonists."
39,Venous,Management of Venous Thrombosis,2021,IIa,C,[Galanaud et al.],"For patients with symptomatic calf deep vein thrombosis and active cancer, anticoagulation beyond three months should be considered."
40,Venous,Management of Venous Thrombosis,2021,I,B,[Garry et al.],"For patients with symptomatic calf deep vein thrombosis not receiving anticoagulation, clinical re-assessment and repeat whole leg ultrasound after one week is recommended."
41,Venous,Management of Venous Thrombosis,2021,IIa,C,[Consensus],"For patients with calf deep vein thrombosis, a decision to anticoagulate based on symptoms, risk factors for progression, and bleeding risk should be considered."
42,Venous,Management of Venous Thrombosis,2021,I,A,"[Franco et al., Kirkilis et al.]","For patients with symptomatic calf deep vein thrombosis requiring anticoagulant treatment, three months of therapy is recommended over shorter durations."
43,Venous,Management of Venous Thrombosis,2021,I,B,"[Decousus et al., Di Minno et al., Jorgensen et al.]","For patients with suspected lower limb superficial vein thrombosis, a whole leg ultrasound scan is recommended to determine thrombus extent and exclude asymptomatic deep vein thrombosis."
44,Venous,Management of Venous Thrombosis,2021,Ib,C,[Nikolakopoulos et al.],"For patients with superficial vein thrombosis of the leg, which exhibits high risk clinical and/or anatomical features, a three month course of anticoagulation may be considered."
45,Venous,Management of Venous Thrombosis,2021,III,C,[Consensus],"For patients with isolated lower limb superficial vein thrombosis < 5 cm in length on ultrasound and lacking high risk features, such as malignancy, thrombophilia, or proximity to the deep venous system, anticoagulation is not recommended."
46,Venous,Management of Venous Thrombosis,2021,III,C,[Lozano & Almazan],"For patients with lower limb superficial vein thrombosis, acute superficial venous intervention is not recommended."
47,Venous,Management of Venous Thrombosis,2021,I,B,[Decousus et al.],"For patients with lower limb superficial vein thrombosis ≥ 3 cm away from the junction with the deep veins and extending ≥ 5 cm in length, fondaparinux 2.5 mg once daily is recommended."
48,Venous,Management of Venous Thrombosis,2021,Ia,C,[Consensus],"For patients with lower limb superficial vein thrombosis, ablation of incompetent superficial veins should be considered once the acute inflammatory and prothrombotic phase has settled, at least three months after the most recent thrombotic event."
49,Venous,Management of Venous Thrombosis,2021,Ia,B,"[Cosmi et al., Decousus et al., Duffett et al.]","For patients with lower limb superficial vein thrombosis ≥ 3 cm away from the junction with the deep veins and extending ≥ 5 cm in length, an intermediate dose of a low molecular weight heparin should be considered as an alternative to fondaparinux."
50,Venous,Management of Venous Thrombosis,2021,I,B,"[Cosmi et al., Decousus et al.]","For patients with lower limb superficial vein thrombosis extending ≥ 5 cm in length on ultrasound and extending ≥ 3 cm from the junction with the deep veins, 45 days of anticoagulation treatment is recommended."
51,Venous,Management of Venous Thrombosis,2021,I,C,[Consensus],"For patients with lower limb superficial vein thrombosis ≤ 3 cm from the junction with the deep veins, therapeutic anticoagulation is recommended."
52,Venous,Management of Venous Thrombosis,2021,I,C,[Kraaijpoel et al.],"For patients with suspected upper extremity deep vein thrombosis, ultrasound is recommended as the initial imaging investigation."
53,Venous,Management of Venous Thrombosis,2021,I,C,"[Montiel et al., Schastlivtsev et al.]","For patients with primary upper extremity deep vein thrombosis, anticoagulation therapy for three months is recommended."
54,Venous,Management of Venous Thrombosis,2021,III,C,[Guzzo et al.],"In most patients with symptomatic primary upper extremity deep vein thrombosis, early thrombus removal is not recommended."
55,Venous,Management of Venous Thrombosis,2021,IIB,C,"[Bosma et al., Illig & Doyle]","In selected young and active patients with upper extremity deep vein thrombosis with severe symptoms, thrombolysis may be considered within the first two weeks."
56,Venous,Management of Venous Thrombosis,2021,IIB,C,[Lugo et al.],"For patients with upper extremity deep vein thrombosis treated by early thrombus removal, first rib resection may be considered if there is clear evidence of venous thoracic outlet syndrome."
57,Venous,Management of Venous Thrombosis,2021,Ila,C,[Baumann Kreuziger et al],"For patients with catheter related thrombosis, catheter removal should be considered, when it is not needed; it is not functional; anticoagulation is contraindicated; symptoms are not resolving with anticoagulation; or the thrombosis is limb or life threatening."
58,Venous,Management of Venous Thrombosis,2021,Ila,C,"[Debouzie et al, Barco et al]","For patients with catheter related thrombosis, anticoagulation with low molecular weight heparin or low molecular weight heparin followed by vitamin K antagonists should be considered for a minimum of three months."
59,Venous,Management of Venous Thrombosis,2021,I,C,"[Monagle *et al.*,]",The management of children with deep vein thrombosis should be guided by clinicians with specific expertise in paediatric thrombosis and haemostasis.
60,Venous,Management of Venous Thrombosis,2021,III,B,[Goodacre et al.],"In pregnant women with suspected deep vein thrombosis, the use of D dimer and Wells score is not recommended."
61,Venous,Management of Venous Thrombosis,2021,I,B,[Greer & Nelson-Piercy],"In pregnant women with deep vein thrombosis, therapeutic doses of low molecular weight heparin are recommended during pregnancy for at least three months and for at least six weeks postpartum."
62,Venous,Management of Venous Thrombosis,2021,IIb,B,[Harris et al.],"In pregnant women with deep vein thrombosis less than two weeks before the anticipated date of delivery, a temporary inferior vena cava filter may be considered."
63,Venous,Management of Venous Thrombosis,2021,I,A,[Kirkilesis et al.],"For patients with cancer associated deep vein thrombosis, a low molecular weight heparin is recommended for initial and principal phase anticoagulation."
64,Venous,Management of Venous Thrombosis,2021,I,C,[Consensus],"For patients with active cancer associated deep vein thrombosis, switching from a low molecular weight heparin to an oral anticoagulant is recommended after three to six months of treatment for extended treatment."
65,Venous,Management of Venous Thrombosis,2021,Ia,A,"[Posch et al., Kirkilesis et al., Kraaijpoel et al., McBane et al., Agnelli et al.]","In selected patients with cancer associated deep vein thrombosis, with the malignancy not located in the gastrointestinal or genitourinary systems, an approved direct oral anticoagulant for initial, principal, and extended treatment should be considered."
66,Venous,Management of Venous Thrombosis,2021,I,C,"[Tektonidou et al., Nicolaides et al.]","For patients with deep vein thrombosis and high risk thrombophilia (e.g., antiphospholipid syndrome, homozygous factor V Leiden mutation, or deficiencies of protein C or S, or antithrombin), full dose extended anticoagulant therapy is recommended with periodic re-evaluation."
67,Venous,Management of Venous Thrombosis,2021,III,B,"[Tektonidou et al., Pengo et al., Malec et al., Ordi-Ros et al.]","For patients with deep vein thrombosis and antiphospholipid syndrome who are triple positive or have a history of arterial or small vessel thrombosis, direct oral anticoagulants should not be used."
68,Venous,Management of Venous Thrombosis,2021,Ia,B,[Pengo et al.],"For patients with deep vein thrombosis and triple positive antiphospholipid syndrome, treatment with a vitamin K antagonist titrated to maintain a target international normalised ratio between 2–3 should be considered."
69,Venous,Management of Venous Thrombosis,2021,I,C,[Consensus],"For patients with deep vein thrombosis and a high risk thrombophilia, long term follow up by a thrombophilia expert is recommended."
70,Venous,Management of Venous Thrombosis,2021,Ia,C,[Consensus],"For patients with deep vein thrombosis and chronic kidney disease requiring anticoagulation, monitoring of anticoagulation levels and dose reduction should be considered as most anticoagulants are renally excreted."
71,Venous,Management of Venous Thrombosis,2021,I,C,[Consensus],"For patients with deep vein thrombosis and chronic kidney disease treated with a low molecular weight heparin, fondaparinux, or a direct oral anticoagulant, periodic re-assessment of renal function is recommended."
72,Venous,Management of Venous Thrombosis,2021,I,C,[Consensus],"For underweight or overweight patients with deep vein thrombosis requiring anticoagulation, it is recommended to adjust the dose of unfractionated heparin, low molecular weight heparins, and fondaparinux."
