rec_id,category_name,guideline_name,guideline_year,class,level,evidence_first_authors,rec_text_verbatim
31,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,B,[Duschek et al.],Patients undergoing endovascular arterial intervention are recommended to have a single bolus of intravenous or intra-arterial unfractionated (50 – 100 IU/kg) or low molecular weight (0.5 mg/kg) heparin to reduce the risk of peri-operative acute limb events.  | | | | | |-------|-------|--------------------------------------|-----|
32,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,C,[Consensus],Patients undergoing open arterial surgery should be considered for a single bolus of intravenous or intra-arterial unfractionated heparin (50 – 100 IU/kg) to reduce the risk of peri-operative acute limb events.  | | | | |-------|-------|------------|
33,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,C,[Consensus],"Patients undergoing endovascular or open arterial surgery may be considered for intra-operative activated partial thromboplastin time, activated partial thromboplastin time ratio, or activated clotting time measurement to guide further doses or reversal of unfractionated heparin.  | | | | |-------|-------|------------|"
34,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,B,[Hu et al.],Patients undergoing endovascular arterial intervention may be considered for a single dose of bivalirudin (0.75 mg/kg) as an alternative to heparin to reduce the risk of peri-operative acute limb events.
35,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,C,[Consensus],Patients undergoing endovascular intervention for lower extremity arterial disease who are not at high risk of bleeding may be considered for a short course (a minimum of one to maximum six months) dual antiplatelet therapy (aspirin 75 mg plus clopidogrel 75 mg) to reduce the risk of secondary cardiovascular and major adverse limb events.
36,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,C,[Hiatt et al.],"If clopidogrel (75 mg) is added in exceptional circumstances to aspirin (75 – 100 mg once daily) in combination with rivaroxaban (2.5 mg twice daily) for patients undergoing endovascular intervention for lower extremity arterial disease who are not at high risk of bleeding, it is not recommended for longer than 30 days as the bleeding risk is likely to outweigh the benefit."
37,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,B,[Bonaca et al.],Patients undergoing endovascular intervention for lower extremity arterial disease who are not at high risk of bleeding should be considered for aspirin (75 – 100 mg once daily) combined with rivaroxaban (2.5 mg twice daily) to reduce the risk of secondary cardiovascular and major adverse limb events.
38,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Ila,B,"[Bonaca et al., <br>Debus et al.]",Patients undergoing infrainguinal endarterectomy or bypass using autologous vein or prosthetic conduit for lower extremity arterial disease who are not at high risk of bleeding should be considered for aspirin (75 – 100 mg once daily) in combination with rivaroxaban (2.5 mg twice daily) to reduce the risk of secondary cardiovascular and major adverse limb events.
39,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,C,[Hiatt et al.],"If clopidogrel (75 mg) is added in exceptional circumstances to aspirin (75 – 100 mg once daily) in combination with rivaroxaban (2.5 mg twice daily) for patients undergoing infrainguinal bypass surgery using autologous vein or prosthetic conduit for lower extremity arterial disease who are not at high risk of bleeding, it is not recommended for longer than 30 days as the bleeding risk is likely to outweigh the benefit."
40,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,A,"[Monaco et al., <br>Dutch Bypass Oral anticoagulants or Aspirin Study Group, <br>van Hattum et al., <br>de Smit et al.]",Patients undergoing infrainguinal bypass with autologous vein for lower extremity arterial disease who are not at high risk of bleeding may be considered for vitamin K antagonists to improve graft patency.
41,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iia,C,[Consensus],Patients taking a vitamin K antagonist to improve patency of an infrainguinal vein bypass graft should have an international normalised ratio of 2.0 – 3.0 with a target of 2.5.
42,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,B,[Bedenis et al.],Patients undergoing infrainguinal bypass surgery with a prosthetic conduit for lower extremity arterial disease may be considered for single antiplatelet therapy to improve graft patency.
43,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,C,[Consensus],Patients at high risk of bleeding undergoing infrainguinal bypass using an autologous vein or prosthetic conduit for lower extremity arterial disease may be considered for single antiplatelet therapy to improve graft patency.
44,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,C,"[Campbell et al., Forbes et al., Healey et al., Diener et al.]",Patients experiencing arterial embolus of unknown origin who are not at high risk of bleeding may be considered for long term therapeutic anticoagulation to reduce the risk of recurrent embolic events.
45,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,C,"[Bahia <i>et al.</i>, Bath <i>et al.</i>]",Patients with a small abdominal aortic aneurysm may be considered for aspirin (75 - 100 mg) to reduce the risk of cardiovascular events.
46,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iia,B,[Wong <i>et al.</i>],Patients undergoing endovascular or open abdominal aortic aneurysm repair should be considered for aspirin (75 - 100 mg) following repair to reduce the risk of secondary cardiovascular events.
47,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,C,[Consensus],Patients with popliteal aneurysms should be considered for single antiplatelet therapy to reduce the risk of major adverse limb events.
48,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,C,[Consensus],Patients undergoing open popliteal aneurysm repair may be considered for single antiplatelet therapy post-operatively to reduce the risk of major adverse limb events.
49,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,B,"[Chowdhury et al., Markus et al., Engelter et al.]",Patients with extracranial carotid or vertebral artery dissection are recommended to have single antiplatelet therapy for at least three months to reduce the risk of subsequent ischaemic stroke.
50,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,C,[Consensus],Patients with isolated superior mesenteric artery dissection should be considered for single antiplatelet therapy to reduce the risk of ischaemic small bowel events.
51,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,A,[Smith <i>et al.</i>],Patients undergoing arteriovenous fistula or graft formation are not recommended to have systemic unfractionated heparin because of the increased risk of bleeding and lack of benefit for patency.
52,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,B,[Dember <i>et al.</i>],Patients undergoing formation of an arteriovenous fistula should be considered for clopidogrel (75 mg) for up to six months as the first line antiplatelet agent to improve fistula patency.
53,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,A,[Palmer <i>et al.</i>],Patients undergoing formation of an arteriovenous fistula may be considered for aspirin (75 – 100 mg) for up to six months to improve fistula patency if clopidogrel is contraindicated.
54,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,C,"[Hsu <i>et al.</i>,<br>Palmer <i>et al.</i>]",Patients undergoing formation of a non-autologous arteriovenous graft may be considered for single antiplatelet therapy for up to six months to improve graft patency.
55,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iib,C,[Feldberg et al.],"Patients with chronic kidney disease (estimated glomerular filtration rates ≥ 30 mL/min/1.73m) requiring anticoagulation for a peripheral arterial disease indication may be considered for direct oral anticoagulants, and patients with a glomerular filtration rate < 30 mL/min/1.73m, may be considered for vitamin K antagonists; however, the risk balance is complex and must be strictly individualised."
56,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,Iia,B,[Alhousani et al.],Patients with chronic kidney disease (estimated glomerular filtration rates ≥ 30 mL/min/1.73m) requiring anticoagulation for the prevention of recurrent venous thromboembolism should be considered for direct oral anticoagulants.
57,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,C,"[Lim et al., Hoffman and Keller]",Patients with chronic kidney disease stage 3 or 4 (estimated glomerular filtration rates from 15 to 59 mL/min/1.73m) requiring anticoagulation with low molecular weight heparin should be considered for regular monitoring of renal function and dose adjustment to reduce the risk of bleeding.
58,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,B,[WAVE investigators <br>WAVE investigators],Patients with chronic peripheral artery disease and a cardiac or vascular indication for full dose anticoagulation are not recommended to have antiplatelet therapy routinely added to anticoagulation.
59,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,B,[WAVE investigators <br>WAVE investigators],Patients taking antiplatelet therapy for any peripheral arterial disease indication should have the antiplatelet therapy stopped if full dose anticoagulation becomes indicated for another reason.
60,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,C,[Consensus],Patients with a pre-existing indication for full dose anticoagulation undergoing endovascular intervention may be exceptionally considered for the addition of single antiplatelet therapy for a maximum of three months to reduce the risk of subsequent ischaemic events.
61,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,C,Bala et al. (2020),Patients with antiphospholipid syndrome presenting with an arterial embolic event are recommended to have anticoagulation with vitamin K antagonists with a target INR of 2 – 3 to reduce the risk of future thromboembolic events.
62,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,C,[Toth et al.],Patients undergoing any vascular procedure are recommended to have an individually personalised venous thromboembolism risk assessment.
63,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,A,[Kakkos et al.],Patients with proximal deep vein thrombosis are recommended to have a three month course of a full dose direct oral anticoagulant rather than a vitamin K antagonist to reduce the risk of recurrent thromboembolic events.
64,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,B,[Kakkos <i>et al.</i>],Patients with a proximal deep vein thrombosis requiring extended anticoagulation following the principal three month treatment phase should be considered for full dose direct oral anticoagulants rather than vitamin K antagonists to reduce the risk of further thromboembolic events.
65,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,A,"[Vasanthamohan <i>et al.</i>,<br>Marik <i>et al.</i>]",Patients with unprovoked deep vein thrombosis who are eligible for anticoagulants are not recommended to have aspirin for extended antithrombotic therapy to reduce the risk of thromboembolic events.
66,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,B,[Vasanthamohan <i>et al.</i>],Patients with a first episode of unprovoked proximal deep vein thrombosis not deemed to be at high risk of recurrence should be considered for reduced dose apixaban (2.5 mg twice daily) or rivaroxaban (10 mg once daily) after the principal three month treatment phase to reduce the risk of further thromboembolic events.
67,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,B,[Decousus et al. 2010],Patients with lower limb superficial vein thrombosis ≥ 3 cm away from the junction with the deep veins and extending ≥ 5 cm in length are recommended to have fondaparinux 2.5 mg once daily for 45 days to reduce the risk of further thromboembolic events.
68,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,B,"[Cosmi et al., Decousus et al., Beyer-Westendorf et al., Di Nisio et al.]",Patients with lower limb superficial vein thrombosis ≥ 3 cm away from the junction with the deep veins and extending ≥ 5 cm in length should be considered for rivaroxaban 10 mg or an intermediate dose of a low molecular weight heparin once daily as an alternative to fondaparinux to reduce the risk of further thromboembolic events.
69,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,C,[Consensus],Patients with lower limb superficial vein thrombosis ≤ 3 cm from the junction with the deep veins are recommended to have three months of full dose anticoagulation to reduce the risk of further thromboembolic events.
70,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,C,[Nikolakopoulos et al.],"Patients with superficial vein thrombosis of the leg who exhibit high risk clinical and or anatomical features (such as clinically extensive superficial vein thrombosis involving both the calf and the thigh, absence of local pain, superficial axial vein thrombosis or multiple thrombosed venous sites) may be considered for a three month (rather than 45 day) course of intermediate dose anticoagulation to reduce the risk of further thromboembolic events."
71,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,A,[Sabatino et al.],Patients with cancer associated venous thromboembolism are recommended to have anticoagulation with low molecular weight heparin to reduce the risk of further thromboembolic events.
72,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,A,"[Sabatino et al., <br>Kirkilesis et al.]","Patients with cancer associated venous thromboembolism and a low risk of gastrointestinal or genitourinary bleeding are recommended to be considered for anticoagulation with a direct oral anticoagulant preferably apixaban, alternatively rivaroxaban or edoxaban."
73,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,B,[Wang et al.],Patients with superficial venous incompetence undergoing high ligation and stripping of the great saphenous vein who are thought to be at higher risk of deep vein thrombosis should be considered for thromboprophylaxis with a low molecular weight heparin to prevent post-operative venous thromboembolism.
74,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,C,[Consensus],Patients with superficial venous incompetence undergoing endovenous ablation of the great saphenous vein who are thought to be at higher risk of deep vein thrombosis should be considered for thromboprophylaxis with a low molecular weight heparin to prevent post-operative venous thromboembolism.
75,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIa,C,[Notten et al.],Patients undergoing iliofemoral venous stenting for deep venous disease should be considered for an individualised antithrombotic regimen considering the risk of bleeding associated with more aggressive antithrombotic strategies.
76,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,I,C,[Consensus],Patients undergoing intervention for deep vein thrombosis (with or without stenting) are recommended to have a duration of anticoagulation at least as long as standard treatment following deep vein thrombosis to prevent recurrent thromboembolic events.
77,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,IIb,C,[Consensus],"Patients with extensive venous malformation or Klippel Trenaunay syndrome with evidence of localised intravascular coagulopathy confirmed by low fibrinogen and high D dimer levels may be considered for prophylactic anticoagulation (low molecular weight heparin or direct oral anticoagulant) for 10 days before, and 20 days after, any invasive procedure to prevent progression to disseminated intravascular coagulation."
78,General_vascular,Antithrombotic Therapy for Vascular Diseases,2023,III,C,[Consensus],Patients with venous malformation associated coagulopathy are not recommended to have antiplatelet agents to prevent progression to disseminated intravascular coagulation.
