rec_id,category_name,guideline_name,guideline_year,class,level,evidence_first_authors,rec_text_verbatim
39,vascula_access,Vascular Access,,III,C,,Long-term anti-thrombotic therapy should not be used to prolong vascular access patency in haemodialysis patients.
40,vascula_access,Vascular Access,,I,C,,Strict aseptic technique is recommended for all vascular access cannulations.
41,vascula_access,Vascular Access,,I,C,,Physical examination of the vascular access prior to any cannulation is recommended.
42,vascula_access,Vascular Access,,IIa,C,,In patients with a short cannulation segment the use of the buttonhole technique should be considered over other techniques.
43,vascula_access,Vascular Access,,I,C,,The rope ladder technique should be used for cannulation of arteriovenous grafts.
44,vascula_access,Vascular Access,,I,B,,Routine physical examination is recommended for vascular access surveillance and monitoring.
45,vascula_access,Vascular Access,,I,B,,It is recommended that vascular access surveillance is performed by flow measurement of arteriovenous grafts monthly and arteriovenous fistulas every 3 months.
46,vascula_access,Vascular Access,,IIa,B,,"When arteriovenous fistula blood flow measurements during dialysis indicate the presence of a vascular access stenosis based on a Qa &lt; 500 ml/min, angiographic assessment of the access should be considered."
47,vascula_access,Vascular Access,,III,C,,Venous pressure adjusted for the mean arterial pressure &gt; .50 (or derived static venous pressure adjusted for the mean arterial pressure &gt; .55) is not a reliable indicator of stenosis and intervention based on this finding is not recommended.
48,vascula_access,Vascular Access,,IIa,B,,"When haemodialysis efficiency is impaired, investigation and correction of an underlying vascular access stenosis should be considered."
49,vascula_access,Vascular Access,,IIa,A,,Surveillance of arteriovenous fistulas with duplex ultrasound at regular intervals and pre-emptive balloon angioplasty should be considered to reduce the risk of arteriovenous fistula thrombosis.
50,vascula_access,Vascular Access,,III,A,,Surveillance of arteriovenous grafts with duplex ultrasound at regular intervals and pre-emptive balloon angioplasty is not recommended to prevent thrombosis or improve arteriovenous graft functionality.
51,vascula_access,Vascular Access,,IIa,C,,The appointment of one or more vascular access nurses should be considered to improve patient care and clinical outcomes in each haemodialysis service.
52,vascula_access,Vascular Access,,I,C,,Surgical revision of vascular access aneurysms is recommended if cannulation sites and access diameter can be preserved.
53,vascula_access,Vascular Access,,I,C,,"Surgical revision of pseudoaneurysms in arteriovenous grafts is recommended when the aneurysm:<br/>- limits the availability of cannulation sites or<br/>- is associated with pain, poor scar formation, spontaneous bleeding and rapid expansion."
54,vascula_access,Vascular Access,,IIb,C,,Stent graft exclusion of vascular access aneurysms may be considered in selected patients.
55,vascula_access,Vascular Access,,III,C,,Access cannulation through a pseudoaneurysm is not recommended.
56,vascula_access,Vascular Access,,I,C,,Outflow stenosis should be ruled out in symptomatic vascular access aneurysms and treated when present.
57,vascula_access,Vascular Access,,I,C,,All vascular access late infections should be treated with antibiotics to cover both gram positive and gram negative organisms.
58,vascula_access,Vascular Access,,I,C,,"In late vascular graft infection total arteriovenous graft excision is recommended in patients with sepsis, clinical signs of infection, and peri-graft fluid around the whole graft."
59,vascula_access,Vascular Access,,IIb,C,,Partial excision of an arteriovenous prosthetic graft may be considered in selected cases when sections of the graft are well incorporated and appear to be uninfected.
60,vascula_access,Vascular Access,,I,C,,Balloon angioplasty is recommended as primary treatment for inflow arterial stenosis of any type of vascular access.
61,vascula_access,Vascular Access,,IIa,C,,Surgical proximal relocation of the vascular access anastomosis should be considered in juxta-anastomotic stenosis in the forearm.
62,vascula_access,Vascular Access,,I,C,,Balloon angioplasty is recommended for the treatment of venous outflow stenosis.
63,vascula_access,Vascular Access,,IIa,B,,Endovascular treatment with stent grafts should be considered for the treatment of cephalic arch stenosis.
64,vascula_access,Vascular Access,,IIa,B,,Surgery or endovascular methods should be considered for treatment of late thrombosis of vascular accesses depending on the centre's expertise.
65,vascula_access,Vascular Access,,I,C,,Treatment of vascular access thrombosis should include peri-operative diagnosis and treatment of any associated stenosis.
66,vascula_access,Vascular Access,,I,C,,"After creation of a vascular access, evaluation of persistent arm oedema by fistulography or computed tomographic angiography is recommended to evaluate ipsilateral central venous outflow."
67,vascula_access,Vascular Access,,I,C,,"Balloon angioplasty as primary treatment of symptomatic central venous outflow disease is recommended, with repeat interventions if indicated."
68,vascula_access,Vascular Access,,IIb,C,,The use of stent grafts may be considered for the treatment of central vein stenosis.
69,vascula_access,Vascular Access,,IIb,C,,Stenting or repeat balloon angioplasty should be considered if there is significant elastic recoil of the central vein after balloon angioplasty or if the stenosis recurs within 3 months.
70,vascula_access,Vascular Access,,IIa,C,,In patients with symptomatic vascular access induced extremity ischaemia with arterial inflow stenosis balloon angioplasty should be considered.
71,vascula_access,Vascular Access,,I,C,,Symptomatic access induced extremity ischaemia in patients with high flow access should be treated by surgical procedures aimed to reduce access flow.
72,vascula_access,Vascular Access,,IIa,C,,Distal revascularisation and interval ligation should be considered in patients with vascular access induced limb ischaemia and upper arm access without high flow.
73,vascula_access,Vascular Access,,I,C,,Post-operative monitoring for signs of ischaemic neuropathy is recommended in patients with diabetes or pre-existing neuropathy undergoing an upper arm vascular access procedure.
74,vascula_access,Vascular Access,,I,C,,Acute ischaemic neuropathy should be treated by immediate vascular access ligation to prevent further neurological deficit.
75,vascula_access,Vascular Access,,III,C,,Routine closure of a functioning vascular access after successful kidney transplantation is not recommended.
76,vascula_access,Vascular Access,,IIa,C,,Vascular access closure should be considered in patients with refractory heart failure after transplantation.
77,vascula_access,Vascular Access,,IIa,C,,"When standard upper limb vascular access sites have been exhausted, complex access procedures should be considered according to the availability of suitable vessels."
78,vascula_access,Vascular Access,,III,C,,Individuals should not undergo the insertion of a high risk complex haemodialysis line without serious consideration of either the placement of a peritoneal dialysis catheter or a tertiary vascular access.
