rec_id,category_name,guideline_name,guideline_year,Class,Level,evidence_first_authors,rec_text_verbatim
24,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"Huang et al., Chou et al.","For patients with superficial venous incompetence undergoing intervention, the duration of post-intervention compression, used to minimise post-operative local complications, should be decided on an individual basis."
25,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients with superficial venous incompetence undergoing intervention, risk assessment for venous thromboembolism is recommended."
26,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"San Norberto et al., Wang et al.","For patients with superficial venous incompetence undergoing intervention, individualised thromboprophylaxis strategies should be considered."
27,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,C,Consensus,"For patients with superficial venous incompetence undergoing treatment of a saphenous trunk, duplex ultrasound surveillance should be considered one to four weeks after treatment."
28,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"Siribumrungwong et al., Rasmussen et al., Hamann et al., Kheirelseed et al., Brittenden et al., Cao et al.","For patients with great saphenous vein incompetence requiring treatment, endovenous thermal ablation is recommended as first choice treatment, in preference to high ligation/stripping and ultrasound guided foam sclerotherapy."
29,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,B,Malskat et al.,"For patients with saphenous trunk incompetence undergoing thermal ablation, the selection of the device should be left to the discretion of the treating physician."
30,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,A,"Vos et al., Çalik et al., Eroglu et al., Gibson et al., Morrison et al., García-Carpintero et al.","For patients with great saphenous vein incompetence requiring treatment, cyanoacrylate adhesive closure should be considered when a non-thermal non-tumescent technique is preferred."
31,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,B,"Myers et al., Shadid et al., Venermo et al.","For patients with saphenous trunk incompetence undergoing treatment, ultrasound guided foam sclerotherapy may be considered for treating saphenous trunks with a diameter less than 6 mm."
32,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients with superficial venous incompetence treated with foam sclerotherapy, the procedure should be performed under ultrasound guidance."
33,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,B,"Lim et al., Dos Santos et al.","For patients with great saphenous vein incompetence requiring treatment, catheter directed foam sclerotherapy with or without the use of peri-venous tumescent solution may be considered."
34,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,A,"Vos et al., Holewijn, Mohamed et al., Vähäaho et al.","For patients with great saphenous vein incompetence requiring treatment, mechanochemical ablation may be considered when a non-thermal non-tumescent technique is preferred."
35,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,A,"O'Donnell <i>et al.</i>, Hamann <i>et al.</i>, Kheirelheid <i>et al.</i>","For patients with great saphenous vein incompetence requiring treatment, high ligation/stripping should be considered, if endovenous thermal ablation options are not available."
36,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,B,"de Roos et al., <br>Michaels et al., <br>Zhang et al., <br>Vasquez et al.","For patients with chronic venous disease requiring treatment of varicose tributaries, ambulatory phlebectomy, ultrasound guided foam sclerotherapy or a combination of both are recommended."
37,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,C,"Abdul-Haqq et al., Kiguchi et al., van Gent et al., Gibson et al.","For patients with chronic venous disease requiring treatment of incompetent perforating veins, endovenous ablation, division or ligation should be considered."
38,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Ruckley et al.,"For patients presenting with reticular veins and/or telangiectasias, duplex ultrasound of lower extremity veins should be performed before treatment, to look for associated incompetent veins."
39,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients presenting with reticular veins and/or telangiectasias, significant associated incompetent veins should be treated first, before considering treatment of smaller veins."
40,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"Hamel-Desnos <i>et al.</i>, Rabe <i>et al.</i>, Munia <i>et al.</i>, Zhang <i>et al.</i>, Parlur <i>et al.</i>, Bertanha <i>et al.</i>, Ianosi <i>et al.</i>","For patients with reticular veins, where treatment is planned, sclerotherapy is recommended, as the first choice treatment."
41,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,A,"Hamel-Desnos <i>et al.</i>, Rabe <i>et al.</i>, Munia <i>et al.</i>, Zhang <i>et al.</i>, Parlur <i>et al.</i>, Ianosi <i>et al.</i>, Bertanha <i>et al.</i>","For patients with telangiectasias, where treatment is planned, sclerotherapy should be considered."
42,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Munia <i>et al.</i>, Parlur <i>et al.</i>, Ianosi <i>et al.</i>","For patients with telangiectasias, where treatment is planned, transcutaneous laser should be considered."
43,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"Doganci et al., Paravastu et al., Boersma et al.","For patients with small saphenous vein incompetence requiring treatment, endovenous thermal ablation is recommended in preference to surgery or foam sclerotherapy."
44,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,B,"Boersma et al., Lane et al., Garcia-Carpintero et al., Mohamed et al.","For patients with small saphenous vein incompetence requiring treatment, endovenous non-thermal non-tumescent ablation methods may be considered."
45,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,B,"Doganci et al., Rodriguez-Acevedo et al.","For patients with small saphenous vein incompetence treated by endovenous thermal ablation, care should be taken to avoid injury to the sural nerve if cannulation is carried out below midcalf level."
46,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,C,"Theivacumar et al., King et al.","For patients with incompetence of the anterior accessory saphenous vein requiring treatment, endovenous thermal ablation should be considered."
47,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,C,Bradbury et al.,"For patients with incompetence of the anterior accessory saphenous vein requiring treatment, ultrasound guided foam sclerotherapy may be considered."
48,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Vasquez et al., Gibson et al., Watanabe et al., Aherne et al.","For patients with an incompetent saphenous trunk treated with endovenous thermal or non-thermal ablation, concomitant tributary treatment should be considered, as part of a shared decision process."
49,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,C,Consensus,"New<br>For most patients with varicose veins, without skin changes related to chronic venous disease, treatment of incompetent lower leg perforating veins is not recommended."
50,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,C,"Abdul-Haqq <i>et al.</i>, Kiguchi <i>et al.</i>, van Gent <i>et al.</i>, Gibson <i>et al.</i>","For patients with advanced skin changes (CEAP clinical class C4b, C5 or C6), with isolated or residual incompetent perforating veins, thought to be significant, treatment may be considered."
51,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,B,Bellmunt-Montoya et al.,"For patients with superficial venous incompetence requiring treatment, ambulatory conservative haemodynamic treatment of venous incompetence (CHIVA) may be considered, if performed by physicians experienced in this treatment strategy."
52,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,C,"Pittaluga et al., Biemans et al., Richards et al.","For patients with uncomplicated varicose veins (CEAP clinical class C2) requiring treatment, phlebectomies with preservation of the saphenous trunk (ASVAL) may be considered."
53,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,C,"Dabbs et al., Woo et al.","For patients with an incompetent great saphenous vein with a very large truncal diameter (more than 12 mm), endovenous thermal ablation should be considered."
54,Venous,Chronic Venous Disease of the Lower Limbs,2022,Iib,C,"De Roos et al., <br>Albernaz et al.","For patients presenting with foot and ankle varicose veins, phlebectomy, sclerotherapy, and foot perforating vein ligation may be considered during or after ablation of proximal reflux."
55,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Hinchliffe et al., Theivacumar et al., van Groenendaal et al., van Groenendaal et al., Nwaeji et al., Darvall et al.","For patients with symptomatic recurrent varicose veins due to saphenous trunk incompetence, endovenous thermal ablation or ultrasound guided foam sclerotherapy with or without phlebectomy should be considered."
56,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,B,"Hinchliffe et al., van Groenendaal et al., van Groenendaal et al.","For patients with symptomatic recurrent varicose veins requiring treatment, where endovenous ablation is possible, re-exploration of the groin or popliteal fossa is not recommended."
57,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,C,Consensus,"For patients with symptomatic recurrent varicose veins without truncal incompetence, ultrasound guided foam sclerotherapy and/or ambulatory phlebectomy should be considered."
58,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,B,"Neglen et al., Seager et al., Rossi et al., Williams et al.","For patients with iliac vein outflow obstruction and severe symptoms/signs, endovascular treatment should be considered, as the first choice treatment."
59,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,Consensus,"For patients with iliac vein outflow obstruction undergoing endovascular treatment, the use of intravascular ultrasound should be considered to guide treatment."
60,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,C,Dumantepe et al.,"For patients with iliac vein outflow obstruction suffering from a recalcitrant venous ulcer, severe post-thrombotic syndrome, or disabling venous claudication, surgical or hybrid deep venous reconstruction may be considered when endovascular options alone are not appropriate."
61,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,C,Consensus,"For patients with iliac vein outflow obstruction, without severe symptoms, neither endovascular nor surgical interventions are recommended."
62,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients undergoing either endovascular or surgical reconstruction of iliac vein outflow obstruction, duplex ultrasound surveillance is recommended one day and two weeks after the intervention, and at regular intervals thereafter."
63,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients with iliac vein outflow obstruction, management by a multidisciplinary team is recommended."
64,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,B,Goel et al.,"For patients with extensive axial deep venous incompetence and severe persistent symptoms and signs, where previous management has failed, surgical repair of valvular incompetence may be considered in specialised centres."
65,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,"Knipp et al., <br>Marston et al.","In patients with chronic venous disease, caused by combined superficial and deep venous incompetence, treatment of incompetent superficial veins should be considered."
66,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,"Sessa et al., <br>Bergqvist et al., <br>Noppeney et al.","For patients with a popliteal vein aneurysm with thromboembolic complications or those that are saccular, fusiform exceeding 20 mm, or containing thrombus, surgical repair should be considered."
67,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,B,O'Meara et al.,"For patients with active venous leg ulceration without infection, the use of local or systemic antibiotics to improve ulcer healing is not recommended."
68,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients with active leg ulceration, objective arterial assessment is recommended."
69,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,O'Meara et al.,"For patients with active venous leg ulceration, compression therapy is recommended to improve ulcer healing."
70,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"O'Meara et al., Dolibog et al., Mosti et al.","For patients with active venous leg ulceration, multilayer or inelastic bandages or adjustable compression garments, exerting a target pressure of at least 40 mmHg at the ankle, are recommended to improve ulcer healing."
71,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Jünger et al., Ashby et al.","For patients with active venous leg ulceration, superimposed elastic compression stockings exerting a target pressure up to 40 mmHg at the ankle should be considered for small and recent onset ulcers."
72,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,C,Consensus,"For patients with active venous leg ulceration, with ankle pressure less than 60 mmHg, toe pressure less than 30 mmHg, or ankle brachial index lower than 0.6, sustained compression therapy is not recommended."
73,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Dolibog et al., Alvarez et al.","For patients with active venous leg ulceration, intermittent pneumatic compression should be considered when other compression options are not available, cannot be used, or have failed to promote ulcer healing."
74,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,C,"Mosti et al., Stansal et al.","For patients with a mixed ulcer caused by coexisting arterial and venous disease, modified compression therapy under close clinical supervision, with a compression pressure less than 40 mmHg may be considered, provided the ankle pressure is higher than 60 mmHg."
75,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Clarke-Moloney et al., Milic et al.","For patients with healed venous leg ulceration, long term compression therapy should be considered to reduce the risk of ulcer recurrence."
76,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,B,Gohel et al.,"For patients with active venous leg ulceration and superficial venous incompetence, early endovenous ablation is recommended to accelerate ulcer healing."
77,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"Gohel et al., Gohel et al.","For patients with superficial venous incompetence and healed venous leg ulceration, treatment of the incompetent veins is recommended to reduce the risk of ulcer recurrence."
78,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,C,"Bush et al., Bush et al., Kamhawy et al.","For patients with active venous leg ulceration, ablation of the sub-ulcer venous plexus using ultrasound guided foam sclerotherapy should be considered as part of the treatment strategy."
79,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,A,"Gohel et al., Gohel et al.","For patients with superficial venous incompetence and active or healed venous leg ulceration, treatment of incompetent superficial veins is recommended, even in the presence of deep venous incompetence."
80,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIb,C,"Abdul-Haqq et al., van Gent et al., Gibson et al.","For patients with active venous leg ulceration as a result of superficial venous incompetence and perforating vein incompetence close to the ulcer, concomitant treatment of both truncal reflux and incompetent perforators may be considered."
81,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Raju et al., Yin et al., Williams et al.","For patients with active or healed venous leg ulceration and iliac vein outflow obstruction, venous stenting should be considered."
82,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,A,"Coleridge-Smith <i>et al.</i>, Jull <i>et al.</i>, Scallon <i>et al.</i>, Wu <i>et al.</i>","For patients with active venous leg ulceration, micronised purified flavonoid fraction, hydroxyethylrutosides, pentoxifylline, or sulodexide should be considered, as an adjunct to compression and local wound care to improve ulcer healing."
83,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Park et al.,"For female patients with pelvic pain and a clinical suspicion of pelvic venous disorders, exclusion of other causes of pain is recommended."
84,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Labropoulos et al.,"For patients presenting with symptomatic varicose veins where there may be a pelvic origin, specific duplex ultrasound assessment of pelvic escape points is recommended."
85,Venous,Chronic Venous Disease of the Lower Limbs,2022,IIa,B,"Park et al., Steenbeek et al.","For female patients with suspected pelvic venous disorders, abdominal and/or transvaginal ultrasound should be considered to confirm the presence of venous pathology."
86,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,"Creton et al, Castenmiller et al., Hartung et al., Gavrilov et al., Delfrate et al.","For patients with varicose veins of pelvic origin without pelvic symptoms requiring treatment, local procedures for varicose veins and related pelvic escape points should be considered, as initial therapeutic approach."
87,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,C,"Creton et al., Castenmiller et al., Hartung et al.","For patients with varicose veins of pelvic origin without pelvic symptoms, pelvic vein embolisation as initial treatment should not be performed."
88,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,B,"Hartung et al., Champaneria et al., Brown et al.","For patients with varicose veins of pelvic origin with pelvic symptoms requiring treatment, pelvic vein embolisation should be considered to reduce symptoms."
89,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,C,Consensus,"For patients who have had acute spontaneous bleeding from superficial veins, referral for urgent assessment and treatment is recommended."
90,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,"Hamahata et al, <br>Serra et al.","For patients with chronic venous disease who have suffered from an episode of acute bleeding of superficial veins or telangiectasias, local foam sclerotherapy should be considered to prevent recurrent bleeding."
91,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,"Parkyn et al., <br>Shaalan et al.","For patients with chronic venous disease, who are obese, weight loss should be considered for improving venous outcomes."
92,Venous,Chronic Venous Disease of the Lower Limbs,2022,Ila,C,Deol et al.,"For obese patients with saphenous trunk incompetence requiring treatment, endovenous ablation should be considered."
93,Venous,Chronic Venous Disease of the Lower Limbs,2022,I,B,"Thaler et al., <br>Adamczyk et al., <br>Saliba et al.","For pregnant women presenting with symptoms and/or signs of chronic venous disease, the use of elastic compression hosiery is recommended."
94,Venous,Chronic Venous Disease of the Lower Limbs,2022,III,C,Westin et al.,"For patients with chronic venous disease, who are on anticoagulants and scheduled to undergo endovenous thermal ablation, interruption of anticoagulation is not recommended."
